tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-135D:LP-DIR-T5	M5-135D:LP-DIR-T	M5-135D	312.8	31	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	544	u	1	2.730e+02			pmagpy-4.1.5	 2.260e-09
M5-135D:LP-DIR-T6	M5-135D:LP-DIR-T	M5-135D	311.7	27.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	545	u	1	2.730e+02			pmagpy-4.1.5	 1.300e-09
M5-135D:LP-DIR-T7	M5-135D:LP-DIR-T	M5-135D	297.1	39.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	546	u	1	2.730e+02			pmagpy-4.1.5	 1.260e-09
M5-135D:LP-DIR-T8	M5-135D:LP-DIR-T	M5-135D	286	38.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	547	u	1	2.730e+02			pmagpy-4.1.5	 1.270e-09
M5-135D:LP-DIR-T9	M5-135D:LP-DIR-T	M5-135D	305.8	36.9	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	548	u	1	2.730e+02			pmagpy-4.1.5	 8.450e-10
M5-135D:LP-DIR-T10	M5-135D:LP-DIR-T	M5-135D	300.1	44.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	549	u	1	2.730e+02			pmagpy-4.1.5	 8.840e-10
M5-135E:LP-DIR-T0	M5-135E:LP-DIR-T	M5-135E	345.9	17.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	550	u	1	2.730e+02			pmagpy-4.1.5	 1.160e-08
M5-135E:LP-DIR-T1	M5-135E:LP-DIR-T	M5-135E	339.5	24.7	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	551	u	1	2.730e+02			pmagpy-4.1.5	 5.710e-09
M5-135E:LP-DIR-T2	M5-135E:LP-DIR-T	M5-135E	330.3	29.1	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	552	u	1	2.730e+02			pmagpy-4.1.5	 3.110e-09
M5-135E:LP-DIR-T3	M5-135E:LP-DIR-T	M5-135E	331	32.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	553	u	1	2.730e+02			pmagpy-4.1.5	 2.030e-09
M5-135E:LP-DIR-T4	M5-135E:LP-DIR-T	M5-135E	334.6	40.8	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	554	u	1	2.730e+02			pmagpy-4.1.5	 1.230e-09
M5-135E:LP-DIR-T5	M5-135E:LP-DIR-T	M5-135E	337.3	35.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	555	u	1	2.730e+02			pmagpy-4.1.5	 7.010e-10
M5-135E:LP-DIR-T6	M5-135E:LP-DIR-T	M5-135E	349.1	17.5	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	556	u	1	2.730e+02			pmagpy-4.1.5	 6.710e-10
M5-135E:LP-DIR-T7	M5-135E:LP-DIR-T	M5-135E	316.7	52.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	557	u	1	2.730e+02			pmagpy-4.1.5	 6.550e-10
M5-135E:LP-DIR-T8	M5-135E:LP-DIR-T	M5-135E	312.2	31	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	558	u	1	2.730e+02			pmagpy-4.1.5	 6.970e-10
M5-135E:LP-DIR-T9	M5-135E:LP-DIR-T	M5-135E	356.8	1.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	559	u	1	2.730e+02			pmagpy-4.1.5	 2.360e-10
M5-135E:LP-DIR-T10	M5-135E:LP-DIR-T	M5-135E	302.2	46.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	560	u	1	2.730e+02			pmagpy-4.1.5	 4.630e-10
M5-136D:LP-DIR-T0	M5-136D:LP-DIR-T	M5-136D	333.7	73.8	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	561	u	1	2.730e+02			pmagpy-4.1.5	 2.230e-08
M5-136D:LP-DIR-T1	M5-136D:LP-DIR-T	M5-136D	329	70.6	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	562	u	1	2.730e+02			pmagpy-4.1.5	 1.270e-08
M5-136D:LP-DIR-T2	M5-136D:LP-DIR-T	M5-136D	324.6	66.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	563	u	1	2.730e+02			pmagpy-4.1.5	 5.310e-09
M5-136D:LP-DIR-T3	M5-136D:LP-DIR-T	M5-136D	322.3	59.4	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	564	u	1	2.730e+02			pmagpy-4.1.5	 3.470e-09
M5-136D:LP-DIR-T4	M5-136D:LP-DIR-T	M5-136D	328.3	54	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	565	u	1	2.730e+02			pmagpy-4.1.5	 2.330e-09
M5-136D:LP-DIR-T5	M5-136D:LP-DIR-T	M5-136D	341.2	55.8	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	566	u	1	2.730e+02			pmagpy-4.1.5	 1.650e-09
M5-136D:LP-DIR-T6	M5-136D:LP-DIR-T	M5-136D	331.8	47.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	567	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-09
M5-136D:LP-DIR-T7	M5-136D:LP-DIR-T	M5-136D	307.4	32.5	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	568	u	1	2.730e+02			pmagpy-4.1.5	 1.040e-09
M5-136D:LP-DIR-T8	M5-136D:LP-DIR-T	M5-136D	288.2	22.3	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	569	u	1	2.730e+02			pmagpy-4.1.5	 4.050e-10
M5-136D:LP-DIR-T9	M5-136D:LP-DIR-T	M5-136D	327.1	46	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	570	u	1	2.730e+02			pmagpy-4.1.5	 8.500e-10
M5-136D:LP-DIR-T10	M5-136D:LP-DIR-T	M5-136D	321.4	36.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	571	u	1	2.730e+02			pmagpy-4.1.5	 5.580e-10
M5-136E:LP-DIR-T0	M5-136E:LP-DIR-T	M5-136E	337.2	20	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	572	u	1	2.730e+02			pmagpy-4.1.5	 1.330e-08
M5-136E:LP-DIR-T1	M5-136E:LP-DIR-T	M5-136E	332.3	21.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	573	u	1	2.730e+02			pmagpy-4.1.5	 8.770e-09
M5-136E:LP-DIR-T2	M5-136E:LP-DIR-T	M5-136E	325.6	26.8	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	574	u	1	2.730e+02			pmagpy-4.1.5	 4.600e-09
M5-136E:LP-DIR-T3	M5-136E:LP-DIR-T	M5-136E	318.3	28.8	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	575	u	1	2.730e+02			pmagpy-4.1.5	 2.920e-09
M5-136E:LP-DIR-T4	M5-136E:LP-DIR-T	M5-136E	308.4	26.9	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	576	u	1	2.730e+02			pmagpy-4.1.5	 1.870e-09
M5-136E:LP-DIR-T5	M5-136E:LP-DIR-T	M5-136E	299.9	31.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	577	u	1	2.730e+02			pmagpy-4.1.5	 1.070e-09
M5-136E:LP-DIR-T6	M5-136E:LP-DIR-T	M5-136E	308.3	-4.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	578	u	1	2.730e+02			pmagpy-4.1.5	 8.740e-10
M5-136E:LP-DIR-T7	M5-136E:LP-DIR-T	M5-136E	297.8	35.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	579	u	1	2.730e+02			pmagpy-4.1.5	 6.220e-10
M5-136E:LP-DIR-T8	M5-136E:LP-DIR-T	M5-136E	329.9	31.7	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	580	u	1	2.730e+02			pmagpy-4.1.5	 4.710e-10
M5-136E:LP-DIR-T9	M5-136E:LP-DIR-T	M5-136E	348.9	23.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	581	u	1	2.730e+02			pmagpy-4.1.5	 4.070e-10
M5-136E:LP-DIR-T10	M5-136E:LP-DIR-T	M5-136E	286.9	23	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	582	u	1	2.730e+02			pmagpy-4.1.5	 5.740e-10
M5-137D:LP-DIR-T0	M5-137D:LP-DIR-T	M5-137D	323.9	29.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	583	u	1	2.730e+02			pmagpy-4.1.5	 1.840e-08
M5-137D:LP-DIR-T1	M5-137D:LP-DIR-T	M5-137D	324.8	35.5	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	584	u	1	2.730e+02			pmagpy-4.1.5	 1.280e-08
M5-137D:LP-DIR-T2	M5-137D:LP-DIR-T	M5-137D	321.5	39	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	585	u	1	2.730e+02			pmagpy-4.1.5	 7.860e-09
M5-137D:LP-DIR-T3	M5-137D:LP-DIR-T	M5-137D	319.7	37.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	586	u	1	2.730e+02			pmagpy-4.1.5	 5.730e-09
M5-137D:LP-DIR-T4	M5-137D:LP-DIR-T	M5-137D	315.1	35.5	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	587	u	1	2.730e+02			pmagpy-4.1.5	 3.850e-09
M5-137D:LP-DIR-T5	M5-137D:LP-DIR-T	M5-137D	314.9	39.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	588	u	1	2.730e+02			pmagpy-4.1.5	 2.760e-09
M5-137D:LP-DIR-T6	M5-137D:LP-DIR-T	M5-137D	310.3	39.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	589	u	1	2.730e+02			pmagpy-4.1.5	 1.810e-09
M5-137D:LP-DIR-T7	M5-137D:LP-DIR-T	M5-137D	321.7	32.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	590	u	1	2.730e+02			pmagpy-4.1.5	 1.690e-09
M5-137D:LP-DIR-T8	M5-137D:LP-DIR-T	M5-137D	289.6	34	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	591	u	1	2.730e+02			pmagpy-4.1.5	 1.500e-09
M5-137D:LP-DIR-T9	M5-137D:LP-DIR-T	M5-137D	302.6	27.2	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	592	u	1	2.730e+02			pmagpy-4.1.5	 1.120e-09
M5-137D:LP-DIR-T10	M5-137D:LP-DIR-T	M5-137D	292	14.7	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	593	u	1	2.730e+02			pmagpy-4.1.5	 1.050e-09
M5-137E:LP-DIR-T0	M5-137E:LP-DIR-T	M5-137E	206.7	36.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	594	u	1	2.730e+02			pmagpy-4.1.5	 6.110e-09
M5-137E:LP-DIR-T1	M5-137E:LP-DIR-T	M5-137E	247.6	52	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	595	u	1	2.730e+02			pmagpy-4.1.5	 4.120e-09
M5-137E:LP-DIR-T2	M5-137E:LP-DIR-T	M5-137E	282.9	45.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	596	u	1	2.730e+02			pmagpy-4.1.5	 2.950e-09
M5-137E:LP-DIR-T3	M5-137E:LP-DIR-T	M5-137E	290	39.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	597	u	1	2.730e+02			pmagpy-4.1.5	 2.250e-09
M5-137E:LP-DIR-T4	M5-137E:LP-DIR-T	M5-137E	284.7	31.4	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	598	u	1	2.730e+02			pmagpy-4.1.5	 1.530e-09
M5-137E:LP-DIR-T5	M5-137E:LP-DIR-T	M5-137E	294.8	31.4	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	599	u	1	2.730e+02			pmagpy-4.1.5	 1.040e-09
M5-137E:LP-DIR-T6	M5-137E:LP-DIR-T	M5-137E	288	19.8	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	600	u	1	2.730e+02			pmagpy-4.1.5	 6.220e-10
M5-137E:LP-DIR-T7	M5-137E:LP-DIR-T	M5-137E	297.9	17	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	601	u	1	2.730e+02			pmagpy-4.1.5	 8.180e-10
M5-137E:LP-DIR-T8	M5-137E:LP-DIR-T	M5-137E	298.9	26.1	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	602	u	1	2.730e+02			pmagpy-4.1.5	 7.470e-10
M5-137E:LP-DIR-T9	M5-137E:LP-DIR-T	M5-137E	294.7	11.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	603	u	1	2.730e+02			pmagpy-4.1.5	 4.080e-10
M5-137E:LP-DIR-T10	M5-137E:LP-DIR-T	M5-137E	297.6	29.1	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	604	u	1	2.730e+02			pmagpy-4.1.5	 8.000e-10
M5-138E:LP-DIR-T0	M5-138E:LP-DIR-T	M5-138E	313.3	44.3	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	605	u	1	2.730e+02			pmagpy-4.1.5	 5.090e-09
M5-138E:LP-DIR-T1	M5-138E:LP-DIR-T	M5-138E	314.6	42.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	606	u	1	2.730e+02			pmagpy-4.1.5	 4.370e-09
M5-138E:LP-DIR-T2	M5-138E:LP-DIR-T	M5-138E	318.9	39.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	607	u	1	2.730e+02			pmagpy-4.1.5	 2.900e-09
M5-138E:LP-DIR-T3	M5-138E:LP-DIR-T	M5-138E	324.4	38.5	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	608	u	1	2.730e+02			pmagpy-4.1.5	 1.930e-09
M5-138E:LP-DIR-T4	M5-138E:LP-DIR-T	M5-138E	315.9	40.7	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	609	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-09
M5-138E:LP-DIR-T5	M5-138E:LP-DIR-T	M5-138E	307.1	55.7	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	610	u	1	2.730e+02			pmagpy-4.1.5	 7.310e-10
M5-138E:LP-DIR-T6	M5-138E:LP-DIR-T	M5-138E	337.7	47.6	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	611	u	1	2.730e+02			pmagpy-4.1.5	 6.260e-10
M5-138E:LP-DIR-T7	M5-138E:LP-DIR-T	M5-138E	29	5.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	612	u	1	2.730e+02			pmagpy-4.1.5	 3.080e-10
M5-138E:LP-DIR-T8	M5-138E:LP-DIR-T	M5-138E	21.3	54.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	613	u	1	2.730e+02			pmagpy-4.1.5	 4.820e-10
M5-138E:LP-DIR-T9	M5-138E:LP-DIR-T	M5-138E	331.5	13.7	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	614	u	1	2.730e+02			pmagpy-4.1.5	 4.260e-10
M5-138E:LP-DIR-T10	M5-138E:LP-DIR-T	M5-138E	313.4	36.4	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	615	u	1	2.730e+02			pmagpy-4.1.5	 5.150e-10
